title,news,links,date,author
Phungu Wakale Akagwira Ukayidi Chifukwa Cha Katangale,"Bwalo la milandu ku Zomba lalamula phungu wakale wa nyumba ya malamulo mdera la Zomba Malosa Anderson Undani kuti akakhale ku ndende kwa chaka chimodzi ndi theka pa mlandu wa katangale. Wasayinira kalatayo-Ndala Malinga ndi kalata yomwe bungwe lothana ndi katangale ndi ziphuphu mdziko muno la Anti-Corruption Bureau (ACB) latulutsa, yomwe yasayinidwa ndi wofalitsa nkhani wake Egritta Ndala, phungu wakaleyu komanso omuthandizira wake Pangani Nazombe anasokoneza ndalama za thumba la Contsituency development Fund (CDF) zomwe zimayenera kugwiritsidwa ntchito pomanga nyumba ya mphunzitsi pa sukulu pulaimale ya Mapalo. Ndalama zina akuti zinali zoti amangire zimbudzi pa sukulu ya Domasi CCAP, kukonzanso nsewu wa Domasi-Kasonga komanso kumanga mlatho pa mtsinje wa Malonga. Bungwe la ACB linamanga awiriwa pa 1 October mchaka cha 2018. Awiriwa anatengeredwa ku bwalo la milandu komwe a Undani amayankha mlandu wogwiritsa ntchito ofesi yawo molakwika, kuba komanso kupeza ndalama kudzera mu njira yachinyengo. Pomwe a Nazombe amayankha mlandu wothandizira munthu kupalamula mlandu komanso kupeza ndalama kudzera mu njira yachinyengo. Pa 3 July bwaloli linawapeza olakwa pa nkhaniyi ndipo pa 13 ndi pomwe bwaloli lapereka chigamulo chake pa nkhaniyi pomwe a Undani alamulidwa kukakhala ku ndende kwa miyezi 18 pa mlandu uliwonse omwe anapalamula. Pamene a Nazombe alamulidwa kukakhala ku ndende kwa miyezi 12 pa mlandu uliwonse omwe anapalamula ndipo akuti chilango chonsechi chidziyendera limodzi.",https://www.radiomaria.mw/phungu-wakale-akagwira-ukayidi-chifukwa-cha-katangale/,"July 15, 2020",Izahaki Mwacha
Sitima Ya Papa Francisko Ikupulumutsa Miyoyo,"Sitima ya pa madzi yotchedwa Papa Francisco ikupereka thandizo la chipatala ku madera a mtsinje wa Amazon mdziko la Brazil. Malinga ndi malipoti a Vatican Radio sitima’yi ikupereka chithandizo cha zipangizo za mchipatala kumidzi ya pafupi ndi mtsinje wa Amazon kwa anthu omwe akuvutika chifukwa cha mliri wa Coronavirus.  Sitimayi akuti yapulumutsa miyoyo komanso kubweretsa chiyembekezo pakati a anthu a ku deralo. Pamene mliri wa Coronavirus ukupitilira kuvutitsa maiko ambiri anthu a ku dera la mtsinje wa Amazon m’dziko la Brazil ndi oyamika kaamba ka sitima ina ya pa madzi yotchedwa Papa Francisco yomwe ikuthandiza anthu ku deralo ndi zipangizo za mchipatala pa nthawi iyi ya mliri wa Coronavirus. Sitima’yi ili pa ntchito yolimbana ndi mliri wa Coronavirus pothandiza omwe akudwala komanso kuteteza awo omwe sanagwide ndi nthendayi. Malinga ndi Joel Sousa bulazala wa chipani cha Francisco Woyera wa ku Assisi, sitima’yi akuti yabweretsa chiyembekezo komanso yapulumutsa miyoyo ya anthu ambiri ku deralo. Sitima’yi yakhala ikuthandiza anthu ku deralo kuyambira mwezi wa July m’chaka cha 2019 ndi chithandizo cha chipatala koma kuti panopa ogwira ntchito mu sitima’yi ali pa ntchito yolimbana ndi mliri wa Coronavirus. A bulazala komanso ansembe a chipani cha Francisco Woyera wa ku Assisi ndiwo eni ake a sitima’yi ndipo iwo akuti analimbikitsidwa pa ntchito yopereka chithandizo cha chipatala kwa anthu m’deralo ndi Papa Francisco pomwe anali ku Brazil pa chaka cha achinyamata (World Youth Day) m’chaka cha 2013. Sitima yotchedwa Papa Francisco yi ili ndi anthu 23 odziwa ntchito za chipatala, zipinda momwe anthu amalandira thandizo, chipinda chopangira ma opareshoni, chipinda chopimira anthu mmene aliri m’thupi mwao pongotchula zochepa chabe. Dziko la Brazil ndi limodzi mwa maiko omwe akhudzidwa kwambiri ndi mliri wa Coronavirus pokhala pa nambala 2 pa mndandanda wa maiko omwe chiwerengero cha anthu omwe agwidwa ndi nthenda ya Covid 19 ndi chokwera kwambiri. Anthu pafupi 1.9 million agwidwa ndi nthenda ya Covid 19 m’dziko la Brazil kutsatira dziko la United States of America lomwe lili pa nambala 1 pa chiwerengero cha anthu omwe agwidwa ndi nthenda ya Covid 19. Malinga ndi malipoti a pa 14 July 2020 a sukulu ya ukachenjede ya John Hopkins anthu 72,833 amwalira ndi nthenda ya Covid 19 m’dzikolo. Ndipo ndi pa tsiku lomweli la 14 July 2020 pomwe likulu la Mpingo wa Katolika pa dziko lonse linalengeza kuti Papa Francisco watumiza thandizo ku dzikolo la zipangizo zothandiza anthu omwe akuvutika kupuma bwino kuti athe kupuma mosavutika (ventilators).",https://www.radiomaria.mw/sitima-ya-papa-francisko-ikupulumutsa-miyoyo/,"July 15, 2020",Izahaki Mwacha
Kulandira Mawu a Mulungu ndi Kulandira Yesu-Papa,"Mtsogoleri wa mpingo wa katolika pa dziko lonse Papa Francisco wati povomera kulandira mawu a Mulungu akhristu amalandira Yesu Khristu yemwe. Malinga ndi malipoti a wayilesi ya Vatican, Papa walankhula izi lamulungu ku likulu la mpingowu ku Vatican. Iye wati fanizo la wofetsa mbewu ndi lothandiza akhristu kuwunika za moyo wawo maka umo m’mene alandilira mau a Mulungu. Mu zolankhulalankhula zake pa tsiku lamulungu la 15 mu nyengo ya pa chaka Papa Francisco wafotokozera Uthenga Wabwino womwe unawerengedwa pa tsikuli omwe ndi fanizo la wofetsa mbewu. Iye wati sikungakhale kulakwitsa kunena kuti fanizo la wofetsa mbewu ndi manthu wa mafanizo opezeka mu Baibulo popeza ili ndi fanizo lomwe likunena mwa mvemvemve zakufunika komvetsera Mau a Mulungu. Papa’yu wapitiriza kunena kuti Mau a Mulungu ndiye Yesu Khristu kotero amene amvetsera ndikuvomera Mau a Mulungu ndiye kuti akuvomera ndi kulandira Yesu Khristu amene. Iye wati Mau a Mulungu omwe ndi mbewu mu fanizoli ndi Yesu Khristu amene ndi Mau a Mulungu odzipangidwa munthu. Papa Francisco wati akhristu akuyenera kulandira Mau a Mulungu monga nthaka yabwino yomwe ichititsa mbewu kumera, kukula mpaka kubereka zipatso. Iye wati Mawu a Mulungu ali ngati mbewu imene Mulungu amafetsa pakati pa anthu ake. Papa Francisco wati munthu aliyense ali ngati nthaka pomwe mbewu yomwe ndi Mau a Mulungu amagwerapo ndipo kuti zili kwa munthu aliyense kusankha kuti akhala nthaka yotani. Ichi ndi chisankho chomwe munthu aliyense akuyenera kuchita pa moyo wake wa chikhristu.",https://www.radiomaria.mw/kulandira-mawu-a-mulungu-ndi-kulandira-yesu-papa/,"July 15, 2020",Izahaki Mwacha
Child Abuser Jailed 12 Years in Lilongwe,"The Lilongwe Magistrate’s court has on July 13, 2020 sentenced a 25-year-old Shupi Mitambo to 12 years imprisonment with hard labour for acts intended to cause grievous harm contrary to Section 235 (a) of the Penal Code. The court heard through state prosecutor Inspector Grace Mafosha that on June 27, 2020 the accused beat up his 2-year-old step son for mixing cooked beans with nsima. Mafosha narrated to the court that the victim’s mother prepared nsima for her husband and left for other chores leaving the child inside the house. When the husband entered into the house, he found that the child had mixed nsima with the only remaining beans in the pot. This angered the accused person who in return bit up the kid severely. Mafosha further told the court that the accused threatened his wife not to tell anyone about the incident that if she does so, he would also beat her up. The prosecutor further told the court that it was not the first time the accused had done such a barbaric act to the step son. Mafosha said that the accused used to beat up the victim and refuse to take him to hospital, but rather rubbing the victim’s wounds with salt for fear of being arrested. It took the effort of the landlord to report the matter to police seeing how the child was badly hurt. Mafosha said that apart from being beaten, the poor child was also scolded with hot water on his left leg. Shupi was convicted on his own plea of guilty. The prosecutor therefore pleaded with the court to give the convict a stiffer punishment to deter other would-be offenders. In mitigation, Shupi told the court that he realised his mistakes and that he had learnt a lesson. He also pleaded with the court for leniency because he was the first offender and that he did not waste court’s time. In passing judgement, First Grade Magistrate Shaireen Chirwa concurred with the state that the act of the convict was not to install good deed to the child, but rather to kill. She said that a lot of children are facing different kinds of abuses by their step parents out there. The magistrate said that the convict was supposed to protect the child without considering whether he is his biological child or not, hence she slapped him to 12 years imprisonment with hard labour. Shupi Mitambo, 25, hails from Ndaona Village in Traditional Authority Dambe in Neno district.",https://www.radiomaria.mw/child-abuser-jailed-12-years-in-lilongwe/,"July 15, 2020",Izahaki Mwacha
Chipatala cha Vatican Chasiyanitsa Ana Omwe Anabadwa Ophatana,"Chipatala cha likulu la mpingo wa katolika pa dziko lonse chachita opareshoni atsikana awiri omwe anabadwa mophatikana. Malinga ndi malipoti a Vatican Radio, chipatala cha ana cha Bambino Gesu mu mzinda wa Rome mdziko la Italy, chakwanitsa kupanga opareshoni atsikana awiri omwe anabadwa mophatikana ndipo pano atsikanawa ali bwino. Mayi ndi ana ake pambuyo powalekanitsa Atsikanawa anali ku chipatala china mdziko la Central African Republic chomwe Papa Francisco adachiyendera m’chaka cha 2015. Ervina ndi Prefina ndi atsikana omwe adabadwa zaka ziwiri zapitazo ndipo iwo adabadwa ophatikana matupi. Kwa chaka chathunthu madokotala akhala akuwapima atsikanawa maka kuti apeze njira ya bwino yoti nkuwathandizira kuti choncho aliyense athe kukhala payekha osadalira ziwalo za thupi la mzake. Poyamba anawo amawoneka chonchi Malipoti ati mkulu woyendetsa chipatala cha ana cha Bambino Gesu cha likulu la Mpingo wa Katolika pa dziko lonse, Vatican, chomwe chili ku Rome m’dziko la Italy Mariella Enoc anali ku Bangui m’dziko la Central African Republic komwe kulinso chipatala cha ana chomwe chimalandira thandizo kuchokera ku Vatican ndipo Papa Francisco adayendera chipatalachi pomwe anakacheza m’dzikolo m’chaka cha 2015. Atawaona anawa Enoc anaganiza zowatumiza anawa moperekezedwa ndi mayi a anawa ku Rome. Masiku apitawa madokotala anawapanga opareshoni yowasiyanitsa matupi yomwe malipoti akuti inayenda bwino. Ndipo naye mayi wa anawa wati anawa ali bwino moti akusewera ndi kuchita zonse zomwe ana amachita ndipo akuti nao anawa akufuna adzakhale madokotala kuti adzathandize anthu ena. M’mawu ake mayi wa anayu wati akuthokoza anthu osiyana-siyana omwe agwira ntchito yotamandikayi ndipo mwa njira ya padera Papa Francisco chifukwa cha chithandizo chomwe akupereka kwa ana osiyana-siyana. Opareshoni ya anawa akuti inali ya maola 18 ndipo madokotala ndi anamwino opitirira 30 ndi omwe anagwira ntchitoyi. Ervina ndi Prefina anabadwa pa 29 June m’chaka cha 2018 pa tsiku lomwe Mpingo wa Katolika pa dziko lonse umachita chaka cha Petulo ndi Paulo Oyera.",https://www.radiomaria.mw/chipatala-cha-vatican-chasiyanitsa-ana-omwe-anabadwa-ophatana/,"July 14, 2020",Izahaki Mwacha
Wachitetezo wa Mutharika; Chisale Wamangidwa,"Apolisi amanga yemwe anali wamkulu wa achitetezo kwa mtsogoleri wakale wa dziko lino Peter Mutharika, a Norman Paulos Chisale. Ali m’manja mwa apolisi-Chisale (wavala jekete ya blue) Wofalitsa nkhani za apolisi mdziko muno, James Kadadzera watsimikiza za nkhaniyi polankhula ndi Radio Maria Malawi. “Ndizoona kuti ali m’manja mwathu kuno ku Lilongwe maka maka ofesi yofufuza fufuza nkhani yokhuza chuma. Ife apolisi timayitana anthu omwe tikuwaganizira pa nkhani inayake ndi kumawafusa kudikira kuti tipeze umboni weni weni,”anatero Kadadzera. Kadadzera: Tinenabe zifukwa zomwe tawamangira Malipoti akusonyeza kuti a Chisale amangidwa pokhudzidwa ndi nkhani yolowetsa cement mdziko muno opanda msonkho. Koma mneneri wa apolisiyu wakana kunena zifukwa zomwe awamangira a Chisale ponena kuti akufufuzabe.",https://www.radiomaria.mw/wachitetezo-wa-mutharika-chisale-wamangidwa/,"July 14, 2020",Izahaki Mwacha
"Ambuye Stima Apempha Akhristu, Ansembe Azivala Zozitetezera ku COVID-19","Episkopi wa dayosizi ya mpingo wa katolika ya Mangochi ambuye Montfort Stima wapempha akhristu mu dayosizi-yi kuti adzivala chotchinga kukamwa ndi mphuno pomwe akukasonkhana ndi anzawo nthawi ya mapemphero kuti adzitetedze ndi kutetedza ena ku kachilombo ka Coronavirus. Stima: Nambala ya omwalira ikukwera Ambuye Stima alankhula izi mu uthenga wawo wapadera wolimbikitsa njira zopewera kachilomboka. Iwo atinso pamene muthu akunva zizindikiro kapena kupezeka kumene ndi kachilomboka akuyenera kukhala pakhomo ndikuleka kukasonkhana ndi anzake, ndi cholinga choti atetedze ena ku kachilomboka. “Nambala ya anthu omwalira ikukwera, nambala ya anthu omwe matendawa awapeza ikukweranso ndiye zoyezeranso akuti zikutha. Ndiye tiyeni tipitirize kumvera malangizo a akulu athu a zaumoyo nthawi zonse. Tikakhala mtchalitchi muja tivale mask. Kwa amene akudwala, asabwere ku tchalitchi kuno alandira Ambuye Yesu mu uzimu. Palibe cha nzeru kuti upite ku tchalitchi ukapereke matenda kwa ena,” anatero AMbuye Stima. Iwo ati tsopano nthawi yakwana kuti anthu azindikire kuti matendawa alikodi ndipo si nkhani ya nkhambakamwa.",https://www.radiomaria.mw/ambuye-stima-apempha-akhristu-ansembe-azivala-zozitetezera-ku-covid-19/,"July 14, 2020",Izahaki Mwacha
Chipatala cha Kamuzu Central Chayika Ndondomeko Zatsopano Zopewera COVID-19,"Akuluakulu a chipatala cha Kamuzu Central mu mzinda wa Lilongwe ayika ndondomeko zatsopano ngati njira imodzi yofuna kuteteza anthu odwala ku mliri wa COVID-19 pa chipatalachi.  Anthu akamalowa apa aziyamba ayezedwa Izi zadziwika kudzera mu chikalata chomwe akuluakulu a pa chipatalachi atulutsa chomwe chikufotokoza ndondomeko zatsopano zomwe akhazikitsa zopewera mliri-wu. Mwazina chipatalachi chati chiziwonetsetsa kuti aliyense wolowa mzipata za pa chipatalachi akuyezedwa ku nthendayi. “Tikufuna tichepetse kuchuluka kwa anthu omwe amabwera kuzaona odwala, kudzadikilira odwala. Tichepetsanso magulu amene amabwera kuzachita za tchalitichi ndi mapemphero mu ward zomwenso zimachititsa kuti anthu achulukane ndi kufalitsa matendawa,” anatero a Kambeni omwe ndi m’modzi mwa akuluakulu a pa chipatalachi. Kudzera mu kalatayi chipatalachi chati anthu opita ku chipatalachi adzivala face mask, adzisamba m’manja komanso aziyezedwa mu zipata zolowera ku chipatalachi.",https://www.radiomaria.mw/chipatala-cha-kamuzu-central-chayika-ndondomeko-zatsopano-zopewera-covid-19/,"July 14, 2020",Izahaki Mwacha
Bungwe la IPEQI Liphunzitsa Adindo a za Chitukuko Kumidzi,"Bungwe la Institute for Participatory Engagement and Quality Improvement (IPEQI) lati liphunzitsa adindo omwe amayang’anira ntchito za chitukuko ku madera a kumidzi m’boma la Zomba za momwe angalimbikitsire chitukuko m’madera awo. Mlangizi wamkulu wa bungweli Dr. Zikani Kaunda ndi omwe anena izi lachiwiri m’boma la Zomba pomwe bungwe lawo limakumana ndi alangizi a zachitukuko ku madera akumidzi komanso akuluakulu a khonsolo ya boma la Zomba. Iwo ati ali ndi chikhulupiliro kuti pakutha pa maphunziro amenewa adindowa adziwa momwe ndalama zogwilira ntchito za chitukuko zikuyenera kuyendera. M’mawu ake mkulu owona za chitukuko m’madera akumidzi m’boma la Zomba mayi Flora Mvuta ati ali ndi chikhulupiliro kuti ntchito yophunzitsa adindowa ikatha, zinthu zisintha ndipo adindowa azitha kugwira ntchito yawo bwino ponena kuti chiwasankhire sanachitepo maphunziro ena aliwonse okhudza ntchito yawo.",https://www.radiomaria.mw/bungwe-la-ipeqi-liphunzitsa-adindo-a-za-chitukuko-kumidzi/,"July 11, 2020",Izahaki Mwacha
Mdipiti wa Galimoto za Chilima Wachita Ngozi; Anayi Afa,"Anthu anayi afa ndipo awiri avulala pa ngozi yomwe yachitika kwa phalula m’boma la Balaka. Malinga ndi mneneri wa apolisi m’boma la Balaka Inspector Felix Misomali, imodzi mwa galimoto za pa mdipiti wa wachiwiri kwa mtsogoleri wa dziko lino yagundana ndi galimoto ina mu nsewu wa Zalewa. Imodzi mwa galimoto zapa mdipitiwo Iye wati ngoziyi siyinakhudze wachiwiri kwa mtsogoleri wa dziko linoyu kaamba koti galimoto yake inali itadutsa kale koma yomwe inachita ngoziyi ndi galimoto yomwe inali kumapeto kwa mdipitiwu. “Galimoto ya mtundu wa Toyota Vitz Saloon nambala yake BW 8173 yomwe amayendetsa ndi Tamara Kamanga imadutsana ndi convoy ya Vice president koma chifukwa choti imathamanga kwambiri dalaivalayu analephera kuwongolera bwino galimotoyo zomwe zinachititsa kuti akawombane ndi galimoto yomwe inali kumapeto kwenikweni kwa mdipiti umene wa Vice President-wu, Toyota Rand Cruiser nambala yake BW1732 momwe munali dalaivala ndi wapolisi m’modzi,” anatero Inspector Misomali. Inspector Misomali ati kutsatira ngoziyi amayi awiri omwe anakwera galimoto ya Vitz yi omwe sakudziwika mayina awo, afera pa malo a ngoziwo komanso bambo wina yemwe anali mu galimoto yomweyo wamwalira atangofika naye pa chipatala cha Phalula ndipo pamapeto pake dalaivala wa galimotoyo wamwalira atafika ku chipatala cha boma la Balaka. Anthu awiri omwe anali mu galimoto yapa mdipitiwo avulala ndipo padakalipano awatengera ku chipatala cha Kamuzu Central mu mzinda wa Lilongwe.",https://www.radiomaria.mw/mdipiti-wa-galimoto-za-chilima-wachita-ngozi/,"July 11, 2020",Izahaki Mwacha
Papa Wapemphelera Ansembe Omwe Akuvutika Kamba ka Utumiki,"Mtsogoleri wa mpingo wa katolika pa dziko lonse Papa Francisco wati ali limodzi m’mapemphero ndi ansembe omwe akugwira ntchito pakati pa anthu osauka mdziko la Argentina. Malinga ndi malipoti a Vatican Radio, Papa Francisco walankhula izi mu uthenga wake wa pa kanema womwe watumizira ansembewa. Iye wati ali nawo limodzi ansembe-wa mu uzimu makamaka ansembe omwe agwidwa ndi nthenda ya COVID-19 akutumikira anthu. Anatsogolerapo utumikiwu ali episkopi-Papa Mwa njira yapadera iye watchula ansembe atatu omwe agwidwa ndi nthenda ya COVID-19 akutumikira anthu ndipo iye wati ali nawo limodzi mu uzimu mu nthawi yovutayi ndipo wapempha anthu kuti akumbukire ansembewa mmapemphero awo komanso kuthokoza Mulungu chifukwa cha utumiki wa mphamvu wa ansembe amenewa. Utumiki wa ansembe pakati pa anthu osaukitsitsa ku Buenos Aires mdziko la Argentina unayamba m’zaka za m’ma 1960 ndipo utumikiwu unalimbikitsidwa mzaka za mma 1990 ndi Archbishop Jorge Mario Bergoglio yemwe pano ndi Papa Francisco. Utumikiwu pano uli ndi ansembe 22 m’madera asanu ndi atatu komwe kuli anthu ochuluka kwambiri ndipo osaukanso kwambiri. M’modzi mwa ansembe odziwika kwambiri pa utumiki umenewu ndi Bambo José Maria Di Paola yemwe amadziwika kwambiri ndi dzina loti Bambo Pepe amene Papa Francisco mchaka cha 2017 adamutchula kuti ndi chitsanzo cha pamwamba chosiririka cha wansembe.",https://www.radiomaria.mw/papa-wapemphelera-ansembe-omwe-akuvutika-kamba-ka-utumiki/,"July 11, 2020",Izahaki Mwacha
Akagwira Ukayidi Zaka Ziwiri Kamba Kopezeka Ndi Chamba,"Bwalo loyamba la milandu (First Grade Magistrate) m’boma la Mangochi lalamula bambo wina wa zaka 49 zakubadwa kuti akakhale ku ndende ndi kukagwira ntchito ya kalavulagaga kwa zaka ziwiri ndi miyezi inayi kamba kopezeka ndi chamba zomwe ndi zotsutsana ndi gawo 4 la malamulo oweruzira milandu mdziko muno. Pofotokozera bwalolo, yemwe amayimira boma pa mlanduwu ku bwaloli Superintendent Davison Banda anati munthu wina wakufuna kwabwino ndi yemwe anatsina khutu apolisi kuti bambo-yu Mariyo Makweche amapezeka ndi chamba, ndipo apolisi-wa atakachita chipikisheni ku nyumba ya mkuluyi ndi komwe anakapezadi chamba chomwe chinali cholemera makilogram 114. Koma a Makweche atafunsidwa za za mlandu-wu akuti anauvomera ndipo anapempha bwalolo kuti liwapatse chilango chofewa kamba koti amayang’anira banja lawo. Popereka chigamulo First Grade Magistrate, Roy Kakutu analamula bambo-yu kuti akagwire ukayidi wa kalavula gaga kwa zaka ziwiri ndi miyezi 4 kuti ena atengerepo phunziro. A Mariyo Makweche amachokera m’mudzi mwa Chimesya mdera la mfumu yaikulu Chowe m’boma la Mangochi.",https://www.radiomaria.mw/akagwira-ukayidi-zaka-ziwiri-kamba-kopezeka-ndi-chamba/,"July 10, 2020",Izahaki Mwacha
CWO Yapempha Anthu Athandize Ndi Katundu Odzitetezera ku COVID-19,"Akuluakulu a bungwe la amayi a chikatolika la Catholic Women Organisation (CWO) ku Parish ya St. Charles Lwanga apempha akhristu mdziko muno kuti athandize anthu achikulire komanso ana amasiye ndi katundu osiyanasiyana wodzitetedzera ku mliri wa COVID-19. Wapampando wa bungweli mu parishi-yi mayi Tung’ande ayankhula izi lachisanu Ku St. Lawrence Kwipululu Parish mu dayosizi ya Zomba pomwe bungweli lochokera ku St. Charles Lwanga Parish limapereka katundu osiyanasiyana kwa anthu achikulire komanso ana amasiye a m’parishiyo. Iwo ati potengera Strategic Plan ya dayosizi yawo ya Zomba adachiwona chinthu chanzeru kuti akathandidze akhristu posatengera mpingo kapena chipembezo chawo. “Ife tinaganiza kuti titenge nawo mbali pogawa katundu kwa ana amasiye komanso anthu okalamba ndi cholinga chochepetsa kufala kwa mliri wa COVID-19 mdziko muno,” anatero mayi Tung’ande. Amayiwa agawa katundu osiyanasiyana monga ndowa zapulasitiki, sopo ndi zina zambiri m’madera a Chinamwali, Chikanda komanso ku Parish ya St. Lawrence Kwipululu mu dayosizi ya Zomba.",https://www.radiomaria.mw/cwo-yapempha-anthu-athandize-ndi-katundu-odzitetezera-ku-covid-19/,"July 10, 2020",Izahaki Mwacha
Anthu Awiri Afa pa Ngozi ya pa Msewu M’boma la Ntcheu,"Anthu awiri afa ndipo khumi avulala galimoto ya mtundu wa truck itawomba minibus ya mtundu wa Nissan Vanette, m’boma la Ntcheu. Malinga ndi mneneri wa apolisi m’bomalo Sub Inspector Hastings Chigalu, ngozi-yi yachitika woyendetsa galimoto la mtundu wa truck–yu atafika pa tawuni ya Ntcheu kaamba koti analephera kuwongolera bwino zomwe zinapangitsa kuti akawombe minibus-yo, Izi zinachititsanso kuti minibus-yo ikawombe galimoto lina la mtundu wa Van lomwe limabwera kutsogolo kwake. “Ndi zoonadi kuti kuno ku Ntcheu kwachitika ngozi chakum’mawaku pomwe truck yomwe imayendetsedwa ndi a Micheal Vangeder namabala yake LA7803 inanyamula soya. Pa nthawiyi truck-yi imachokera ku Dedza kupita ku Balaka ndipo imadutsa mtawuni ya Ntcheu pomwe driver analephera kuwongolera ndipo anagunda minibus yomwe registration yake ndi MH 7768 yomwe inanyamula anthu ndipo minibus-yo inakawombanso van yomwe imabwera mosemphana nayo,” anatero Sub Inspector Chigalu. Pakadali pano ovulalawa akulandira chithandizo pa chipatala cha boma ku Ntcheu.",https://www.radiomaria.mw/anthu-awiri-afa-pa-ngozi-ya-pa-msewu-mboma-la-ntcheu/,"July 10, 2020",Izahaki Mwacha
Papa Wasankha Mamembala Atsopano a Sukulu ya Ukachenjede ya Pontifica,"Mtsogoleri wa mpingo wa katolika pa dziko lonse Papa Francisco wasankha mamembala atsopano a sukulu ya ukachenjede ya Pontifical Academy of Social Sciences. Malinga ndi malipoti a Vatican Radio, Papa lachisanu wasankha mamembala atatu a sukulu ya ukachenjede yomwe ili pansi pa ofesi ya Papa yotchedwa Pontifical Academy of Social Sciences. Sukulu’yi imawunikira pa maphunzitso a mpingo wa katolika pa magawo osiyana-siyana a moyo wa thupi wa anthu. Papa Francisco wasankha Professor Pedro Morandé Court kuchokera mdziko la Chile; Professor Mario Draghi kuchokera mdziko la Italy ndi Professor Kokunre Eghafona mayi wa ku Nigeria. Mwazina Professor Morande Court ali ndi degree ya Sociology kuchokera ku sukulu ya ukachenjede ya Pontifical Catholic mdziko la Chile komanso doctorate ya Sociology kuchokera ku sukulu ya ukachenjede ya Friedrich-Alexander m’dziko la Germany. Pamene mwa zina Professor Mario Draghi ali ndi degree ya Economic Policy kuchokera ku sukulu ya ukachenjede ya Sapienza ku Rome. Professor Draghi analinso Executive Director wa World Bank. Ndipo mayi Professor Kokunre Eghafona wagwirapo ntchito ndi bungwe la United Nations. Sukulu ya Pontifical Academy of Social Sciences anaikhazikitsa ndi Papa Yohane Paulo Wachiwiri Woyera pa 1 January 1994 ndipo imaunikira maphunzitso a Mpingo wa Katolika otchedwa Social Teaching of the Catholic Church pa magawo a nkhani za chuma, chikhalidwe, za malamulo komanso ndale.",https://www.radiomaria.mw/papa-wasankha-mamembala-atsopano-a-sukulu-ya-ukachenjede-ya-pontifica/,"July 10, 2020",Izahaki Mwacha
Papa Wasankha Mamembala Atsopano A Bungwe Lolimbikitsa Umodzi Wa Mipingo,"Mtsogoleri wa mpingo wa katolika pa dziko lonse Papa Francisco wasankha mamembala atsopano a bungwe lolimbikitsa umodzi pakati pa mipingo ndi zipembedzo. Malinga ndi malipoti a Vatican Radio, Papa wasankha anthuwa m’maudindowa lachitatu pa 8 July 2020. Bungwe lolimbikitsa umodzi pakati pa mipingo ndi zipembedzo limagwira ntchito zake mowunikiridwa ndi mfundo za msonkhano wachiwiri wa Vatican. Mamembala atsopanowa akuchokera mbali zonse za dziko la pansi. Ena mwa mamembalawa ndi Cardinal Dieudonné Nzapalainga wochokera ku Bangui m’dziko la Central African Republic komanso Cardinal Luis Antonio Tagle yemwe ndi mkulu wa Ofesi yoona za chibalalitso cha Mpingo Prefect of the Congregation for the Evangelization of Peoples kuchokera ku Manila m’dziko la Phillipines. Bungwe la Pontifical Council for Inter-religious Dialogue limagwira ntchito zake mowunikiridwa ndi mfundo za msonkhano wachiwiri wa Vatican kapena kuti Second Vatican Council womwe unachitika kuyambira 1962 mpaka 1965 makamaka kalata yotchedwa Nostra aetate. Mkulu wa bungweli padakali pano ndi Cardinal Miguel Ángel Ayuso Guixot amene anasankhidwa pa udindowu pa 25 May 2019. Adakhazikitsa bungweli ndi Papa Paulo wa 6 pa 19 May 1964 ndipo panthawiyo limadziwika kuti Secretariat for Non-Christian ndipo Papa Yohane Paulo Wachiwiri Woyera ndi yemwe adasintha dzinali kukhala Pontifical Council for Inter-religious Dialogue pa 28 June 1988.",https://www.radiomaria.mw/papa-wasankha-mamembala-atsopano-a-bungwe-lolimbikitsa-umodzi-wa-mipingo/,"July 9, 2020",Izahaki Mwacha
PAC Yadandaula Ndi Kuchuluka Kwa Chiwerengero Cha Nduna,"Bungwe la mipingo ndi zipembedzo mdziko muno la Public Affairs Committe (PAC) ladandaula ndi kuchuluka kwa chiwerengero cha nduna zomwe mtsogoleri wa dziko lino wasankha. Matonga: Zikhudza chuma cha dziko Mlembi wamkulu wa bungwe la PAC, m’busa Gilford Matonga wati mtsogoleri wa dziko lino wasankha chiwerengero chochuluka cha nduna zake zomwe akuti zitha kuwonongetsa chuma cha dziko lino. “Kukhuzidwa kwathu pa cabinet yomwe atulusa a president sikusatha kapena kutha ntchito koma ndi mmene cabinet-yo ilili kupezeka kwa banja mu cabinet-mu komanso kukula kwa cabinet-yi zomwe zitakhuze chuma cha dziko lino,” anatero Matonga. Padakalipano nalo bungwe la Centre for Democracy Economic and Development Initiative (CDEDI) lati zomwe wachita mtsogoleri wa dziko linoyu zikusiyana kwambiri ndi zomwe amalonjeza pa misonkhano yokopa anthu. Mkulu wa bungweli a Sylvester Namiwa ati mwazina kusankha ma udindo komwe a Chakwera achita, zawonetsa kuti cholinga chawo ndi kufuna kuthokoza anthuwa osati kuwasankha anthuwa kuti atumikire a Malawi. Iwo atinso ndi okhumudwa ndi kusankhidwa kwa amayi ambiri omwe ayikidwa ngati achiwiri kwa nduna osati nduna zenizeni.",https://www.radiomaria.mw/pac-yadandaula-ndi-kuchuluka-kwa-chiwerengero-cha-nduna/,"July 9, 2020",Izahaki Mwacha
